260,E05001007,15209
261,E05006288,1183
262,E05001389,19664
263,E05006338,4608
264,E05006216,1940
265,E05006341,4610
266,E05001370,14950
267,E05001451,15032
268,E05001023,12083
269,E05006330,3418
270,E05001445,14811
271,E05006283,1766
272,E05001408,19420
273,E05001438,22408
274,E05006354,2341
275,E05001377,10653
276,E05001461,17032
277,E05006334,4425
278,E05006351,4096
279,E05006263,5053
280,E05006249,5106
281,E05001027,13389
282,E05006284,2554
283,E05006343,4163
284,E05001665,8503
285,E05001360,16273
286,E05001033,11701
287,E05001049,18295
288,E05001402,19912
289,E05000976,11115
290,E05006315,3256
291,E05006247,3109
292,E05006215,1922
293,E05001692,8919
294,E05001390,19189
295,E05006353,4312
296,E05001421,22099
297,E05006275,1269
298,E05006268,6226
299,E05001732,11066
300,E05001717,12013
301,E05006220,4391
302,E05001759,12108
303,E05001057,17097
304,E05001737,3816
305,E05001457,17624
306,E05006279,1272
307,E05001434,22792
308,E05001005,13368
309,E05000981,10498
310,E05001691,8730
311,E05006248,5013
312,E05001675,11721
313,E05001713,11770
314,E05001709,14473
315,E05001393,16622
316,E05006207,1934
317,E05006308,3220
318,E05000992,10728
319,E05006299,1542
320,E05001066,17450
321,E05001765,13611
322,E05006269,5749
323,E05000990,11322
324,E05001666,12120
325,E05001687,14320
326,E05006295,4810
327,E05006311,1696
328,E05001038,11835
329,E05001677,15687
330,E05001001,14191
331,E05001053,21089
332,E05006331,6352
333,E05001060,20826
334,E05001758,10677
335,E05000987,13189
336,E05001407,19274
337,E05001371,11195
338,E05001419,23536
339,E05001355,18255
340,E05006219,1761
341,E05006324,4855
342,E05000998,14457
343,E05001043,16966
344,E05001720,12173
345,E05006241,3155
346,E05001351,17683
347,E05006253,2888
348,E05001437,22233
349,E05001004,14333
350,E05001455,15831
351,E05001448,15144
352,E05001037,12212
353,E05006271,3479
354,E05006309,3610
355,E05001458,15314
356,E05001343,17895
357,E05006318,4152
358,E05006235,2604
359,E05001058,18890
360,E05006192,2355
361,E05006314,1685
362,E05001454,16116
363,E05001064,21793
364,E05001764,8137
365,E05001462,13556
366,E05001026,12602
367,E05006278,4860
368,E05006301,3450
369,E05001668,8203
370,E05006193,1879
371,E05001747,13548
372,E05001670,11290
373,E05006291,1230
374,E05006229,5537
375,E05001739,13266
376,E05001716,10002
377,E05001412,22766
378,E05001401,18033
379,E05001729,7247
380,E05001411,19430
381,E05006256,5486
382,E05001686,10343
383,E05001354,14809
384,E05006290,1135
385,E05006260,2718
386,E05006300,1413
387,E05006298,2153
388,E05001065,17699
389,E05006227,4249
390,E05001017,14742
391,E05001695,14334
392,E05006238,5409
393,E05006255,3088
394,E05001366,11836
395,E05001361,17360
396,E05001373,11676
397,E05001447,15306
398,E05001378,11618
399,E05001715,9828
400,E05001429,25914
401,E05006199,1929
402,E05001414,25550
403,E05001386,12169
404,E05001738,11326
405,E05001671,12725
406,E05001352,17121
407,E05001727,11504
408,E05001345,20618
409,E05001015,12209
410,E05001442,22375
411,E05001348,16982
412,E05006303,1656
413,E05001059,17724
414,E05001710,9794
415,E05006347,3763
416,E05001736,11749
417,E05001684,7968
418,E05006355,6250
419,E05001405,18932
420,E05001690,14784
421,E05006237,1863
422,E05001755,13725
423,E05001019,13440
424,E05006257,3125
425,E05001453,16220
426,E05001735,6793
427,E05001029,14146
428,E05001707,14893
429,E05001762,10518
430,E05001433,26228
431,E05001721,10408
432,E05001349,16373
433,E05001731,7162
434,E05001379,12351
435,E05006361,4391
436,E05001676,13633
437,E05001420,33705
438,E05006211,1744
439,E05001415,22187
440,E05001344,16365
441,E05001703,10158
442,E05006264,6287
443,E05006226,2672
444,E05001685,12649
445,E05006344,6052
446,E05001452,13710
447,E05001063,18541
448,E05006319,5182
449,E05006206,1874
450,E05001749,11084
451,E05001024,12251
452,E05001008,15163
453,E05001391,19384
454,E05001013,13573
455,E05006191,3606
456,E05006316,1801
457,E05006325,6530
458,E05001374,11389
459,E05006208,4601
460,E05006287,1284
461,E05001704,16102
462,E05006222,3646
463,E05006231,1865
464,E05001006,13673
465,E05006329,4652
466,E05001016,14436
467,E05006345,4317
468,E05006261,3015
469,E05001432,21709
470,E05006360,3440
471,E05001726,7440
472,E05001041,17939
473,E05001711,13578
474,E05001733,11038
475,E05006240,3104
476,E05001051,21141
477,E05006342,1865
478,E05001357,16551
479,E05001705,15828
480,E05001672,13240
481,E05006258,3675
482,E05006292,2833
483,E05001679,12111
484,E05006245,5596
485,E05001353,16135
486,E05006289,1309
487,E05006313,1729
488,E05001694,15199
489,E05001701,13836
490,E05001700,14888
491,E05001757,12832
